,MediaId,FileName,ClassId,Date,Time,Locality,Latitude,Longitude,Elevation,Author,AuthorID,Content,Comments,Quality,Year,BackgroundSpecies,Order,Family,Genus,Species,Sub-species,VernacularNames
18,179,台灣叢樹鶯_ML25650441 台灣叢樹鶯.wav,b00009,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,台灣叢樹鶯,,XXXXX
19,1314,蘭嶼角鴞_ML42179 蘭嶼角鴞.wav,b00054,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,蘭嶼角鴞,,XXXXX
20,92,冠羽畫眉_ML108057 冠羽畫眉.wav,b00005,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,冠羽畫眉,,XXXXX
21,209,金線蛙_1386832275118l-l.wav,f00032,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Pelophylax fukienensis,,XXXXX
22,1257,蘭嶼角鴞_ML42087 蘭嶼角鴞.wav,b00054,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,蘭嶼角鴞,,XXXXX
23,235,黑眶蟾蜍_黑眶蟾蜍影片(雄鳴叫)20130419(好涼亭) - YouTube (480p).wav,f00035,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Duttaphrynus melanosticus,,XXXXX
24,1224,翠鳥_ML89936311 翠鳥.wav,b00052,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,翠鳥,,XXXXX
25,1649,黃眉柳鶯_ML27225361 黃眉柳鶯.wav,b00069,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃眉柳鶯,,XXXXX
26,613,斑紋鷦鶯_XC406720 - 斑紋鷦鶯〔山鷦鶯〕 - Prinia crinigera.wav,b00027,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,斑紋鷦鶯,,XXXXX
27,20,格力犬_001 - 複製 (2).wav,d00007,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,格力犬,,XXXXX
28,1806,黑臉鵐_ML90919651 黑臉鵐(灰頭_華南).wav,b00073,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黑臉鵐,,XXXXX
29,957,白頭翁_ML8691 白頭翁.wav,b00040,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,白頭翁,,XXXXX
30,873,白環鸚嘴鵯_ML55219911 白環鸚嘴鵯.wav,b00037,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,白環鸚嘴鵯,,XXXXX
31,1106,紅胸啄花_XC41033 - 紅胸啄花 - Dicaeum ignipectus formosum.wav,b00045,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,紅胸啄花,,XXXXX
32,52,靈緹狗_001 - 複製 (2).wav,d00013,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,靈緹狗,,XXXXX
33,225,黑眶蟾蜍_13497552081h5x-l.wav,f00035,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Duttaphrynus melanosticus,,XXXXX
34,1772,黑枕藍鶲_ML90682211 黑枕藍鶲.wav,b00072,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黑枕藍鶲,,XXXXX
35,622,朱鸝_ML90401211 朱鸝.wav,b00028,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,朱鸝,,XXXXX
36,618,朱鸝_ML90061331 朱鸝.wav,b00028,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,朱鸝,,XXXXX
37,1470,野鴝_ML41360451 野鴝.wav,b00060,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,野鴝,,XXXXX
38,228,黑眶蟾蜍_150315-007.wav,f00035,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Duttaphrynus melanosticus,,XXXXX
39,1125,紅頭山雀_XC286520 - 紅頭山雀〔黑喉長尾山雀〕 - Aegithalos concinnus concinnus.wav,b00046,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,紅頭山雀,,XXXXX
40,981,白頭翁_ML90664631 白頭翁(formosae_orii).wav,b00040,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,白頭翁,,XXXXX
41,1258,蘭嶼角鴞_ML42088 蘭嶼角鴞.wav,b00054,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,蘭嶼角鴞,,XXXXX
42,1705,黃胸藪眉_ML90943151 黃胸藪眉.wav,b00070,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃胸藪眉,,XXXXX
43,1727,黃胸藪眉_XC78688 - 黃胸藪鶥〔黃痣藪鶥，藪鳥〕 - Liocichla steerii.wav,b00070,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃胸藪眉,,XXXXX
44,501,小翼鶇_13400870861c2i-l 小翼鶇 Brachypteryx montana goodfellowi.wav,b00023,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小翼鶇,,XXXXX
45,861,白尾鴝_ML114812 白尾鴝.wav,b00036,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,白尾鴝,,XXXXX
46,394,小卷尾_XC112566 - 小卷尾〔古銅色卷尾〕 - Dicrurus aeneus braunianus.wav,b00019,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小卷尾,,XXXXX
47,465,小彎嘴_XC112596 - 小彎嘴〔臺灣鉤嘴鶥〕 - Pomatorhinus musicus.wav,b00021,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小彎嘴,,XXXXX
48,1670,黃眉柳鶯_XC170090 - 黃眉柳鶯 - Phylloscopus inornatus.wav,b00069,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃眉柳鶯,,XXXXX
49,1370,褐頭鷦鶯_ML90541831 褐頭鷦鶯.wav,b00056,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,褐頭鷦鶯,,XXXXX
50,297,噪鵑_ML57107301 噪鵑.wav,b00014,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,噪鵑,,XXXXX
51,54,靈緹狗_001 - 複製.wav,d00013,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,靈緹狗,,XXXXX
52,1347,褐頭花翼_XC34158 - 褐頭花翼〔臺灣雀鶥，紋喉雀鶥〕 - Fulvetta formosana.wav,b00055,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,褐頭花翼,,XXXXX
53,492,小桑鳲_ML27095981 小桑鳲.wav,b00022,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小桑鳲,,XXXXX
54,1164,綠繡眼_ML90071701 綠繡眼.wav,b00049,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,綠繡眼,,XXXXX
55,807,灰頭鷦鶯_1322638767-l 灰頭鷦鶯 Prinia flaviventris sonitans.wav,b00034,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,灰頭鷦鶯,,XXXXX
56,137,北方中杜鵑_XC61323 - 北方中杜鵑〔遠東中杜鵑〕 - Cuculus optatus.wav,b00006,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,北方中杜鵑,,XXXXX
57,696,極北柳鶯_ML88345491 極北柳鶯.wav,b00030,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,極北柳鶯,,XXXXX
58,1675,黃眉柳鶯_XC406721 - 黃眉柳鶯 - Phylloscopus inornatus.wav,b00069,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃眉柳鶯,,XXXXX
59,1614,黃尾鴝_ML27664851 黃尾鴝.wav,b00067,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃尾鴝,,XXXXX
60,616,斑紋鷦鶯_XC61389 - 斑紋鷦鶯〔山鷦鶯〕 - Prinia crinigera striata.wav,b00027,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,斑紋鷦鶯,,XXXXX
61,320,大冠鷲_XC406608 - 大冠鷲〔蛇鵰〕 - Spilornis cheela hoya.wav,b00015,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,大冠鷲,,XXXXX
62,1728,黃胸藪眉_XC78689 - 黃胸藪鶥〔黃痣藪鶥，藪鳥〕 - Liocichla steerii.wav,b00070,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃胸藪眉,,XXXXX
63,666,極北柳鶯_ML27641681 極北柳鶯.wav,b00030,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,極北柳鶯,,XXXXX
64,1660,黃眉柳鶯_ML54342051 黃眉柳鶯.wav,b00069,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃眉柳鶯,,XXXXX
65,1083,紅尾伯勞_XC278535 - 紅尾伯勞 - Lanius cristatus.wav,b00044,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,紅尾伯勞,,XXXXX
66,1102,紅胸啄花_XC34150 - 紅胸啄花 - Dicaeum ignipectus formosum.wav,b00045,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,紅胸啄花,,XXXXX
67,1188,綠鳩_XC37404 - 綠鳩〔白腹綠鳩〕 - Treron sieboldii sieboldii.wav,b00050,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,綠鳩,,XXXXX
68,1569,鳳頭蒼鷹_ML62991701 鳳頭蒼鷹.wav,b00064,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,鳳頭蒼鷹,,XXXXX
69,1466,野鴝_ML39131151 野鴝.wav,b00060,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,野鴝,,XXXXX
70,293,噪鵑_ML30971381 噪鵑.wav,b00014,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,噪鵑,,XXXXX
71,108,冠羽畫眉_ML66085681 冠羽畫眉.wav,b00005,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,冠羽畫眉,,XXXXX
72,136,美洲牛蛙_13848617521w1h-l.wav,f00021,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Lithobates catesbeianus,,XXXXX
73,55,拉都希氏赤蛙_138683226312jj-l.wav,f00010,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Hylarana latouchii,,XXXXX
74,216,面天樹蛙_1322109106-l.wav,f00034,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Kurixalus idiootocus,,XXXXX
75,73,日本樹蛙_1322117971-l.wav,f00013,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Buergeria japonica,,XXXXX
76,1388,褐頭鷦鶯_XC62041 - 褐頭鷦鶯 - Prinia inornata flavirostris.wav,b00056,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,褐頭鷦鶯,,XXXXX
77,483,小彎嘴_XC65427 - 小彎嘴〔臺灣鉤嘴鶥〕 - Pomatorhinus musicus.wav,b00021,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小彎嘴,,XXXXX
78,412,小啄木_ML90400061 小啄木.wav,b00020,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小啄木,,XXXXX
79,389,小卷尾_ML90415791 小卷尾.wav,b00019,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小卷尾,,XXXXX
80,602,斑紋鷦鶯_ML62267311 斑紋鷦鶯.wav,b00027,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,斑紋鷦鶯,,XXXXX
81,1797,黑臉鵐_ML46090311 黑臉鵐.wav,b00073,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黑臉鵐,,XXXXX
82,61,斑腿樹蛙_136489363716ti-l.wav,f00011,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Polypedates megacephalus,,XXXXX
83,13,德國短毛獵犬_001.wav,d00005,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,德國短毛獵犬,,XXXXX
84,241,台灣藍鵲_ML108037 台灣藍鵲.wav,b00012,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,台灣藍鵲,,XXXXX
85,113,白頷樹蛙_1322102731-l.wav,f00018,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Polypedates braueri,,XXXXX
86,1213,繡眼畫眉_XC142457 - 繡眼畫眉〔繡眼雀鶥〕 - Alcippe morrisonia morrisonia.wav,b00051,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,繡眼畫眉,,XXXXX
87,512,小翼鶇_XC187707 - 小翼鶇〔藍短翅鶇〕 - Brachypteryx montana goodfellowi.wav,b00023,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小翼鶇,,XXXXX
88,758,樹鵲_XC382186 - 樹鵲〔灰樹鵲〕 - Dendrocitta formosae formosae.wav,b00031,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,樹鵲,,XXXXX
89,1203,繡眼畫眉_ML90224171 繡眼畫眉.wav,b00051,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,繡眼畫眉,,XXXXX
90,1606,黃嘴角鴞_ML59684541 黃嘴角鴞.wav,b00066,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃嘴角鴞,,XXXXX
91,1668,黃眉柳鶯_ML91958931 黃眉柳鶯.wav,b00069,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃眉柳鶯,,XXXXX
92,1499,青背山雀_ML14723 青背山雀.wav,b00061,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,青背山雀,,XXXXX
93,3,台灣土狗_001.wav,d00002,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,台灣土狗,,XXXXX
94,1641,黃山雀_XC34267 - 黃山雀 - Machlolophus holsti.wav,b00068,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃山雀,,XXXXX
95,592,山紅頭_XC406819 - 山紅頭〔紅頭穗鶥〕 - Stachyridopsis ruficeps praecognita.wav,b00026,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,山紅頭,,XXXXX
96,182,台灣叢樹鶯_ML29660291 台灣叢樹鶯.wav,b00009,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,台灣叢樹鶯,,XXXXX
97,839,灰頭鷦鶯_ML91722121 灰頭鷦鶯.wav,b00034,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,灰頭鷦鶯,,XXXXX
98,1229,翠鳥_XC121421 - 普通翠鳥 - Alcedo atthis.wav,b00052,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,翠鳥,,XXXXX
99,60,斑腿樹蛙_13521851171vai-l.wav,f00011,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Polypedates megacephalus,,XXXXX
100,18,台北樹蛙_20140111.wav,f00004,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,Rhacophorus taipeianus,,XXXXX
101,1175,綠繡眼_XC290153 - 暗綠繡眼〔東亞綠繡眼，綠繡眼〕 - Zosterops japonicus.wav,b00049,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,綠繡眼,,XXXXX
102,1783,黑枕藍鶲_XC282901 - 黑枕藍鶲〔黑枕王鶲〕 - Hypothymis azurea.wav,b00072,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黑枕藍鶲,,XXXXX
103,760,樹鵲_XC406884 - 樹鵲〔灰樹鵲〕 - Dendrocitta formosae.wav,b00031,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,樹鵲,,XXXXX
104,1039,粉紅鸚嘴_XC286973 - 粉紅鸚嘴〔棕頭鴉雀〕 - Sinosuthora webbiana bulomacha.wav,b00042,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,粉紅鸚嘴,,XXXXX
105,438,小彎嘴_ML26397101 小彎嘴.wav,b00021,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,小彎嘴,,XXXXX
106,1334,蘭嶼角鴞_XC379879 - 蘭嶼角鴞〔優雅角鴞〕 - Otus elegans.wav,b00054,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,蘭嶼角鴞,,XXXXX
107,1578,麻雀_ML42121 麻雀.wav,b00065,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,麻雀,,XXXXX
108,4,台灣土狗_冒冒渾厚的叫聲 - YouTube (360p).wav,d00002,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,台灣土狗,,XXXXX
109,1625,黃尾鴝_XC284514 - 黃尾鴝〔北紅尾鴝〕 - Phoenicurus auroreus.wav,b00067,2018-04-12,15:00,Taiwan,0,0,0,AIA2018,AIA2018,song,,2,AIA2018,XXXXX,XXXXX,XXXXX,Rana,黃尾鴝,,XXXXX
